family_type,key,count,share
mql_skeleton_signature,sha256:7c7f9d1fe9c758318900540a28f2c8e8243356b73d31a0efae1f075798bce7e4,3,0.002479
mql_skeleton_signature,sha256:a2bf01818c13e6961a0c94a3ee0311ad2f2554a573806bde1550dcabf512f244,3,0.002479
mql_skeleton_signature,sha256:675b8bb40f4b81cae2877bb1ede6969287243f21c300eaa09baf760534583531,3,0.002479
mql_skeleton_signature,sha256:f818d2b7a76cb2068f06d458893d7d858866173165530f9d8d18c644526100c9,2,0.001653
mql_skeleton_signature,sha256:3b5e06179b30f91cf69e7cad460edeb5ef93f2e4696def2d0ef68fab167fd961,2,0.001653
mql_skeleton_signature,sha256:61bdfcb40bd8006ab8767d8e812cc57fd053c07547fcff565ee0df9cc08bf451,2,0.001653
mql_skeleton_signature,sha256:e99ce8b22f6ed5e9ec569e6799fcaa5fe355aedf09d23be8f8167a742039ac75,2,0.001653
mql_skeleton_signature,sha256:b754811d275060fb5147e1aac2fd1b1f733a145fdfc5f5fb5597fa2b0e07dc7c,2,0.001653
mql_skeleton_signature,sha256:59a17dcf533b363ca8afa9585dc577ff200c4e80adc8a852df275596a9a97640,2,0.001653
mql_skeleton_signature,sha256:66247c9a515a6e6d3102aeed261d41dee3f45446e71d6e57ee6a51988b7e691a,2,0.001653
mql_skeleton_signature,sha256:e96ff68be270020a5d7d9d01de8775f739b9ac9232b8869c7b228223178ac96d,2,0.001653
mql_skeleton_signature,sha256:eb51ab5c36e97e15fe9728cd098cd804104096a68d1b020155aa4fcf3fcbd5ed,2,0.001653
mql_skeleton_signature,sha256:d56fa327e48316077e6ba26a4afdc6f0101ca3cdfec9ce35966212fc409ca357,2,0.001653
mql_skeleton_signature,sha256:1a52301eb972db90e8d86ec8bf535e92fe55b7fc27bc8852decd07337c522807,2,0.001653
stage_sequence,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,126,0.104132
stage_sequence,$addFields>$project>$unwind>$match>$project>$sort>$limit,91,0.075207
stage_sequence,$addFields>$match>$project>$sort>$limit,68,0.056198
stage_sequence,$addFields>$addFields>$match>$project>$sort>$limit,55,0.045455
stage_sequence,$addFields>$project>$unwind>$match>$group>$sort>$limit>$project,39,0.032231
stage_sequence,$addFields>$project>$unwind>$group>$sort>$limit>$project,36,0.029752
stage_sequence,$project>$unwind>$match>$project>$sort>$limit,35,0.028926
stage_sequence,$addFields>$project>$unwind>$unwind>$match>$group>$match>$sort>$limit>$project,32,0.026446
stage_sequence,$addFields>$project>$match>$sort>$limit,27,0.022314
stage_sequence,$addFields>$project>$unwind>$group>$project>$sort>$limit,21,0.017355
stage_sequence,$addFields>$project>$unwind>$match>$group>$match>$sort>$limit>$project,21,0.017355
stage_sequence,$addFields>$project>$unwind>$addFields>$group>$sort>$limit>$project,19,0.015702
stage_sequence,$addFields>$project>$unwind>$match>$project>$sort>$limit>$project,18,0.014876
stage_sequence,$addFields>$unwind>$match>$project>$sort>$limit,18,0.014876
stage_sequence,$addFields>$match>$sort>$limit>$project,17,0.01405
stage_sequence,$addFields>$project>$match>$project>$sort>$limit,17,0.01405
stage_sequence,$project>$unwind>$match>$group>$project>$sort>$limit,16,0.013223
stage_sequence,$unwind>$project>$unwind>$match>$group>$project>$sort>$limit,15,0.012397
stage_sequence,$addFields>$unwind>$project>$group>$project>$sort>$limit,14,0.01157
stage_sequence,$project>$unwind>$group>$project>$sort>$limit,14,0.01157
stage_sequence,$project>$unwind>$unwind>$group>$match>$project>$sort>$limit,13,0.010744
stage_sequence,$unwind>$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,13,0.010744
stage_sequence,$project>$unwind>$addFields>$match>$project>$sort>$limit,11,0.009091
stage_sequence,$project>$unwind>$unwind>$match>$group>$project>$sort>$limit,11,0.009091
stage_sequence,$project>$unwind>$unwind>$group>$addFields>$match>$project>$sort>$limit,11,0.009091
stage_sequence,$addFields>$match>$sort>$project>$limit,10,0.008264
stage_sequence,$addFields>$addFields>$match>$sort>$limit>$project,10,0.008264
stage_sequence,$project>$match>$sort>$limit,9,0.007438
stage_sequence,$project>$unwind>$group>$match>$project>$sort>$limit,8,0.006612
stage_sequence,$addFields>$project>$unwind>$addFields>$group>$project>$sort>$limit,8,0.006612
stage_sequence,$project>$unwind>$unwind>$addFields>$match>$group>$project>$sort>$limit,7,0.005785
stage_sequence,$project>$unwind>$unwind>$project>$match>$group>$project>$sort>$limit,7,0.005785
stage_sequence,$project>$addFields>$match>$project>$sort>$limit,6,0.004959
stage_sequence,$match>$project>$unwind>$unwind>$group>$match>$project>$sort>$limit,6,0.004959
stage_sequence,$addFields>$addFields>$addFields>$match>$project>$sort>$limit,6,0.004959
stage_sequence,$addFields>$addFields>$match>$project>$sort>$limit>$project,6,0.004959
stage_sequence,$project>$match>$sort>$limit>$project,6,0.004959
stage_sequence,$unwind>$project>$unwind>$group>$project>$sort>$limit,6,0.004959
stage_sequence,$addFields>$addFields>$match>$addFields>$project>$sort>$limit,6,0.004959
stage_sequence,$project>$unwind>$unwind>$project>$match>$sort>$limit>$project,5,0.004132
stage_sequence,$project>$unwind>$match>$unwind>$unwind>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$project>$unwind>$unwind>$match>$group>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$unwind>$match>$project>$unwind>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$addFields>$unwind>$addFields>$project>$sort>$limit,5,0.004132
stage_sequence,$project>$addFields>$addFields>$addFields>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$project>$unwind>$project>$unwind>$addFields>$match>$group>$addFields>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$addFields>$addFields>$unwind>$match>$group>$project>$sort>$limit,5,0.004132
stage_sequence,$unwind>$project>$unwind>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$project>$unwind>$unwind>$match>$project>$sort>$limit,5,0.004132
stage_sequence,$addFields>$unwind>$match>$group>$project>$sort>$limit,5,0.004132
